Codigo DANE,Municipio Productor,Departamento,Recurso Natural,Nombre Del Proyecto,Año Produccion,Trimestre,Unidad Medida,Tipo Contraprestacion,Valor Contraprestacion ,Cantidad Producción
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,29113583,4069
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,122838878,23309
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,119808689,28008
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,165165382,42968
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,73748476,17773
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,52793044,11579
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,9469174,1912
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,36262631,6709
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,80173667,11205
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,31725709,270
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,10908672,2214
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,19945351,4064
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,92134610,17071
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,68250531,17635
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,85669028,19405
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,97375048,20930
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,17777014,3622
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,87337440,15880
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,50642376,6085
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,26208444,3657
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,17870799,3165
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,134329659,176936
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,110483013,30657
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,225318131,55973
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,126310135,30961
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,139879407,28601
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,15159278,3004
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,50063364,8866
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,56745568,6412
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,16869373,2461
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,5979494,1185
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,63707523,6959
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,702435755,20606
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,441173855,120132
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,823847300,211308
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,222372410,51638
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,68990054,14209
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,5744403,1160
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,53195607,8741
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,123873043,13531
05030,Amaga,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 4,TONELADAS,REGALIA,39521032,6001
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,5623564,1067
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,7395499,1370
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,7395501,2052
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,7215853,1463
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,6194584,700
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,2007378,219
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,41833746,4389
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,64275258,16743
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,27626359,1676
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,1102975,257
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,8527348,1732
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,3693775,699
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,151696,17
05036,Angelopolis,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 4,TONELADAS,REGALIA,2025350,308
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,2058093,391
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,1317672,308
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,4082875,1008
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,4624332,857
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,4598850,884
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,162630,72363
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,2566446,712
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,6712593,1668
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,287282581,0
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,132694222,36457
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,68254716,18258
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,86549290,20412
05282,Fredonia,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,5240249,1136
05761,Sopetran,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,416150,50
05761,Sopetran,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,416150,50
05761,Sopetran,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,663697,75
05761,Sopetran,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,416150,50
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,35012859,4893
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,5257668,998
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,11737820,2744
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,13630058,3574
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,34180067,8321
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,8190240,1796
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,245414957,49716
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,43039018,7580
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,71236426,9956
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,23327840,4753
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,2647788,491
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,13762259,3694
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,6770900,1532
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,38248836,8245
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,55379285,11284
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,72489469,12840
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,53109894,6381
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,16361578,2898
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,1061777,130435
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,7260568,2015
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,14691708,3649
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,24215534,5948
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,64858057,13508
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,71029056,14074
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,74117385,12880
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,26089359,2948
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,22213032,4403
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,35364825,3863
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,670637121,45017
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,305165558,59453
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,242943578,61749
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,155708740,35269
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,392090392,80119
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,6287478,1270
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,67540628,11099
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,11880768,1298
05809,Titiribi,Antioquia,CARBON,PRODUCTORES,2020,Trimestre 4,TONELADAS,REGALIA,12468021,1893
05819,Toledo - Antioquia,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,4152001,1029
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,416067,79
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,28920241,5840
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,33865713,6275
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,34970289,7125
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,2658920,738
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,127171483,0
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,42380903,10552
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,42982389,10580
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,103778401,24558
05861,Venecia - Antioquia,Antioquia,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,62433128,13009
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,238120,33
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,18315381,2560
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,9605258,2320
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,2642433,580
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,6824759,1378
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,56901983,6775
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,59259655,4348
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,45303531,5166
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,16439417,1975
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,3401679,693
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,3606739,816
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,20254691,4338
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,13864968,2825
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,28434034,4218
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,62621439,6059
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,5910956,825
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,5492026,550
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,2646008,469
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,3182222,799
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,618096,172
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,30577525,7542
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,26965237,5461
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,26102126,4901
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,38251581,4431
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,59092891,5975
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,8200787,1188
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,7229271,1433
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,3866078,635
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,38960201,2100
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,96876009,10582
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,3392487,839
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,339572,91
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,4197032,944
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,34437016,7978
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,20591858,4233
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,38942945,3695
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,145218103,14445
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,76971376,7435
15001,Tunja,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 4,TONELADAS,REGALIA,46906506,6130
15047,Aquitania,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,3993498,1002
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,2712247,502
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,1122414,157
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,8999063,1258
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,4053851,786
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,9922407,2320
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 1,TONELADAS,REGALIA,10478089,2791
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,13286364,3206
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 1,TONELADAS,REGALIA,11587478,2541
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,18983162,3834
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,14807914,2043
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,28594125,3996
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,50526832,2333
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2021,Trimestre 1,TONELADAS,REGALIA,6020209,933
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,5617148,1143
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,6449257,1314
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,4818089,893
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 2,TONELADAS,REGALIA,6015484,1615
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,29732217,6749
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,15044818,3244
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,10283952,1423
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,19363546,2915
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 2,TONELADAS,REGALIA,4776653,574
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,25848652,3607
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2021,Trimestre 2,TONELADAS,REGALIA,,520
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,4014413,528
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,1240962,220
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,9985977,2506
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,14117874,3908
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 3,TONELADAS,REGALIA,28061834,6959
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 3,TONELADAS,REGALIA,30397933,7399
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,71444988,14625
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,7216971,1347
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,25578056,4164
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,28880777,3264
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,30289800,4420
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,7543324,1495
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,12285960,1342
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 4,TONELADAS,REGALIA,10133419,2572
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 4,TONELADAS,REGALIA,1607907,376
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2014,Trimestre 4,TONELADAS,REGALIA,7337131,1882
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 4,TONELADAS,REGALIA,31424843,7326
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 4,TONELADAS,REGALIA,45873513,9250
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 4,TONELADAS,REGALIA,31582728,5474
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,40958931,6796
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 4,TONELADAS,REGALIA,35838038,3915
15092,Beteitiva,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 4,TONELADAS,REGALIA,34223574,5197
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,5811648,429
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 1,TONELADAS,REGALIA,25683475,1724
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 1,TONELADAS,REGALIA,7488461,957
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 1,TONELADAS,REGALIA,4223152,1000
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 1,TONELADAS,REGALIA,1256396,254
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 1,TONELADAS,REGALIA,215813341,17737
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 1,TONELADAS,REGALIA,7305317,540
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 1,TONELADAS,REGALIA,17772681,2191
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,3139703,634
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 2,TONELADAS,REGALIA,7823817,1450
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2015,Trimestre 2,TONELADAS,REGALIA,6357101,1530
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 2,TONELADAS,REGALIA,49820480,10727
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 2,TONELADAS,REGALIA,22326121,4333
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 2,TONELADAS,REGALIA,235469024,19431
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 2,TONELADAS,REGALIA,3551346,496
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2021,Trimestre 2,TONELADAS,REGALIA,,2548
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,7598791,1535
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,3757737,278
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2012,Trimestre 3,TONELADAS,REGALIA,10528741,2642
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2013,Trimestre 3,TONELADAS,REGALIA,208420,432
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2016,Trimestre 3,TONELADAS,REGALIA,32356907,6569
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2017,Trimestre 3,TONELADAS,REGALIA,63029839,5669
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 3,TONELADAS,REGALIA,104194247,7236
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2019,Trimestre 3,TONELADAS,REGALIA,2496736,282
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2020,Trimestre 3,TONELADAS,REGALIA,5361304,782
15097,Boavita,Boyaca,CARBON,PRODUCTORES,2018,Trimestre 4,TONELADAS,REGALIA,5879747,428
